t_index	term	df
8136	ordinari	16
8137	ordnanc	7
8138	ore	5
8139	oregon	10
8140	oregonstyl	1
8141	oreman	1
8142	organ	115
8143	organiz	2
8144	orgi	1
8145	orient	5
8146	origin	46
8147	orissa	1
8148	orlando	4
8149	orlean	1
8150	orphan	1
8151	orrin	2
8152	ort	1
8153	ortega	2
8154	ortel	1
8155	orthodox	17
8156	orthoped	1
8157	ortiz	3
8158	osama	84
8159	oscar	5
8160	oshima	3
8161	oshman	6
8162	oskinoff	1
8163	oslo	2
8164	osprey	1
8165	osseo	1
8166	ostentati	1
8167	osteochondrosi	1
8168	ostrichlik	1
8169	otpor	2
8170	ottoman	5
8171	ouattara	30
8172	oui	1
8173	ould	1
8174	ouof	1
8175	oust	51
8176	ouster	9
8177	out	1
8178	outboard	3
8179	outbreak	6
8180	outburst	3
8181	outclass	1
8182	outcom	46
8183	outcri	1
8184	outdoor	4
8185	outer	11
8186	outfit	6
8187	outgo	9
8188	outgrowth	2
8189	outgun	1
8190	outing	1
8191	outlast	4
8192	outlaw	8
8193	outlay	1
8194	outlet	4
8195	outli	1
8196	outlin	8
8197	outliv	1
8198	outmaneuv	3
8199	outmod	1
8200	outnumb	3
8201	outofst	2
8202	outplay	1
8203	outpol	16
8204	outpost	1
8205	outpour	5
8206	output	2
8207	outrag	21
8208	outrais	1
8209	outreach	1
8210	outright	21
8211	outserv	1
8212	outset	4
8213	outsid	8
8214	outskirt	4
8215	outsmart	3
8216	outspend	1
8217	outspent	3
8218	outspoken	4
8219	outstand	2
8220	outster	1
8221	outstrip	1
8222	outtara	1
8223	outvot	1
8224	outward	3
8225	outwardli	1
8226	outweigh	2
8227	oval	4
8228	ovat	1
8229	overabund	1
8230	overbil	1
8231	overboard	2
8232	overcam	8
8233	overcom	13
8234	overconfid	3
8235	overcrowd	1
8236	overdo	1
8237	overdu	1
8238	overec	1
8239	overestim	1
8240	overextend	1
8241	overflow	4
8242	overh	1
8243	overhaul	3
8244	overhead	13
8245	overjoy	1
8246	overlap	1
8247	overli	2
8248	overload	3
8249	overlook	8
8250	overnight	25
8251	overpaid	1
8252	overpow	17
8253	overreact	1
8254	overrid	3
8255	overrul	1
8256	overrun	2
8257	oversaw	5
8258	overse	29
8259	oversea	25
8260	overshadow	10
8261	oversight	1
8262	overst	2
8263	overstay	1
8264	overstep	1
8265	overt	3
8266	overtak	2
8267	overtaken	1
8268	overthrew	5
8269	overthrow	9
8270	overthrown	4
8271	overtim	2
8272	overtli	1
8273	overton	1
8274	overtook	1
8275	overtur	2
8276	overturff	1
8277	overturn	16
8278	overwhelm	27
8279	overwhelmingli	2
8280	overwrought	1
8281	overzeal	2
8282	owe	12
8283	owen	9
8284	own	14
8285	owner	20
8286	ownership	1
8287	oxfam	1
8288	oxygen	1
8289	oyanguren	1
8290	pa	18
8291	pabl	2
8292	pac	1
8293	pace	10
8294	pacif	15
8295	pack	32
8296	packag	4
8297	pact	7
8298	paddi	12
8299	paddl	1
8300	padella	1
8301	padlock	1
8302	pae	2
8303	page	1
8304	pageantri	2
8305	pager	1
8306	paid	30
8307	paig	1
8308	pain	31
8309	painstak	3
8310	painstakingli	3
8311	paint	11
8312	painter	1
8313	pair	20
8314	pajama	1
8315	pajoli	1
8316	pakistan	30
8317	pakistani	8
8318	palac	24
8319	palacio	2
8320	palanka	3
8321	pale	2
8322	palestin	11
8323	palestinian	46
8324	palestinianisra	4
8325	palestinianyemeni	1
8326	pall	2
8327	pallbear	1
8328	palm	4
8329	palmer	7
8330	palmsiz	1
8331	paltri	1
8332	pamper	1
8333	pamphlet	3
8334	pan	4
8335	panama	24
8336	panamanian	1
8337	panamerican	4
8338	panamericana	1
8339	panchal	1
8340	pandya	14
8341	paneagua	2
8342	panel	16
8343	paniagua	35
8344	panic	15
8345	panick	8
8346	panicstricken	1
8347	pant	1
8348	pantap	1
8349	panther	1
8350	pantsuit	1
8351	paola	3
8352	papandr	2
8353	paper	24
8354	paperwork	2
8355	parachut	1
8356	parad	21
8357	paradigm	1
8358	paradox	1
8359	parafinanci	2
8360	paraguay	3
8361	parallel	6
8362	paralys	1
8363	paralyz	1
8364	paramed	2
8365	paramilitari	10
8366	paranoia	3
8367	paranoiac	1
8368	paraphras	1
8369	parapleg	2
8370	parapolic	2
8371	parascientif	1
8372	pardon	91
8373	parent	60
8374	pari	9
8375	pariah	5
8376	parikh	1
8377	parishion	3
8378	park	48
8379	parlanc	3
8380	parlett	1
8381	parliament	58
8382	parliamentari	6
8383	parliamentarian	1
8384	parlor	1
8385	parmar	1
8386	parodi	1
8387	parol	16
8388	parth	2
8389	parti	191
8390	partial	11
8391	particip	60
8392	particular	1
8393	partisan	3
8394	partisanship	2
8395	partit	2
8396	partli	10
8397	partner	41
8398	partnership	5
8399	parvail	1
8400	pasariavich	1
8401	pascagoula	6
8402	pascual	2
8403	paso	10
8404	pasriavach	1
8405	pasriavich	1
8406	pasricha	1
8407	pass	82
8408	passag	7
8409	passageway	1
8410	passeng	5
8411	passion	10
8412	passiv	2
8413	passport	9
8414	past	1
8415	pasta	1
8416	pastim	1
8417	pastri	2
8418	pastur	1
8419	pat	13
8420	pataki	1
8421	patch	4
8422	patel	10
8423	patera	1
8424	patern	2
8425	path	17
8426	pathway	1
8427	patienc	5
8428	patient	19
8429	patriarch	1
8430	patricia	8
8431	patrick	55
8432	patriot	4
8433	patrol	20
8434	patron	1
8435	patronag	2
8436	patt	1
8437	patten	3
8438	pattern	12
8439	patti	6
8440	paubl	1
8441	pauciti	1
8442	paul	25
8443	paula	2
8444	pauli	1
8445	paus	8
8446	paval	1
8447	pave	7
8448	pavel	13
8449	pavelo	1
8450	pavement	4
8451	pavkov	9
8452	pavl	1
8453	pay	46
8454	payback	1
8455	paycheck	2
8456	payment	14
8457	payn	2
8458	payout	1
8459	payton	1
8460	pb	3
8461	pcp	1
8462	pdci	6
8463	peac	112
8464	peacekeep	7
8465	peacemak	2
8466	peacetre	1
8467	peachcolor	1
8468	peak	1
8469	pearl	1
8470	pearland	2
8471	peas	3
8472	peasant	4
8473	peddl	10
8474	peddler	1
8475	pedestrian	3
8476	pedro	1
8477	peduca	1
8478	peek	1
8479	peer	3
8480	pejor	1
8481	pelev	1
8482	pelki	7
8483	pelt	4
8484	peltier	12
8485	pelvi	1
8486	pen	4
8487	pena	1
8488	penal	4
8489	penalti	19
8490	pencil	1
8491	pend	11
8492	penetr	7
8493	peng	2
8494	peninsula	43
8495	penitentiari	3
8496	penn	3
8497	pennsylvania	27
8498	pension	3
8499	pent	1
8500	pentag	1
8501	pentagon	125
8502	peopl	483
8503	pepper	3
8504	perceiv	10
8505	percent	97
8506	percentag	12
8507	percept	3
8508	perch	6
8509	percol	1
8510	perdu	3
8511	perelman	1
8512	perez	13
8513	perezpena	1
8514	perfect	14
8515	perfectli	2
8516	perform	28
8517	pergram	1
8518	peril	5
8519	perimet	2
8520	period	43
8521	peripher	1
8522	peris	1
8523	perish	9
8524	perjuri	6
8525	perk	1
8526	perman	15
8527	permiss	3
8528	permit	21
8529	perpetr	8
8530	perpetu	1
8531	persecut	10
8532	persever	3
8533	persian	66
8534	persiangulf	2
8535	persist	10
8536	person	110
8537	personifi	2
8538	personnel	60
8539	perspect	10
8540	persuad	27
8541	persuas	1
8542	pertain	1
8543	peru	62
8544	peruano	1
8545	perufujimori	1
8546	perus	1
8547	peruvian	50
8548	peruvianborn	1
8549	pervas	1
8550	pervers	1
8551	pervez	4
8552	peshawar	1
8553	pessag	1
8554	pessim	2
8555	pessimist	1
8556	pet	2
8557	pete	38
8558	peter	26
8559	petersberg	1
8560	petersburg	8
8561	petersen	2
8562	peterson	10
8563	petier	1
8564	petit	16
8565	petn	1
8566	petrova	1
8567	petti	6
8568	pew	2
8569	pezzor	2
8570	pham	3
8571	pharmaceut	4
8572	pharmaci	2
8573	phase	8
8574	phasedarray	1
8575	phenomenon	3
8576	pherchevia	1
8577	phieu	7
8578	phil	2
8579	philadelphia	3
8580	philanthrop	3
8581	philanthropi	4
8582	philanthropist	1
8583	philharmon	1
8584	philip	12
8585	philippin	3
8586	phillip	1
8587	philosophi	3
8588	phoenix	3
8589	phone	61
8590	phonein	2
8591	phonet	1
8592	phoni	2
8593	photo	24
8594	photograph	25
8595	phrase	6
8596	phylli	1
8597	physic	30
8598	physician	5
8599	pick	60
8600	pickax	1
8601	picket	5
8602	pickup	10
8603	picnic	2
8604	picnicstyl	1
8605	pictur	34
8606	picturetak	1
8607	piec	47
8608	piecem	1
8609	pier	8
8610	pierc	11
8611	pierr	1
8612	pietropaoli	1
8613	pig	5
8614	piggyback	2
8615	pike	1
8616	pile	24
8617	pilfer	1
8618	pilgrim	2
8619	pillar	16
8620	pillori	3
8621	pillow	1
8622	pillowcas	1
8623	pilot	28
8624	pin	9
8625	pincu	3
8626	pine	9
8627	pink	4
8628	pinkish	1
8629	pinochet	1
8630	pinpoint	2
8631	piolin	6
8632	pioneer	2
8633	pipe	6
8634	pipelin	6
8635	piper	1
8636	pistol	8
8637	pit	17
8638	pitch	8
8639	pitchblack	1
8640	pitkowski	1
8641	pittman	1
8642	pittsburg	2
8643	pittsburgh	3
8644	pivot	6
8645	pizza	2
8646	pj	11
8647	placard	1
8648	placardwav	2
8649	placat	2
8650	place	8
8651	plagu	10
8652	plain	4
8653	plainli	1
8654	plaintiff	1
8655	plaintiv	2
8656	plan	247
8657	planc	1
8658	plane	125
8659	planeload	9
8660	planner	2
8661	plant	19
8662	plantat	4
8663	planter	1
8664	plaster	2
8665	plastic	29
8666	plate	11
8667	plateau	3
8668	platform	19
8669	platt	1
8670	play	131
8671	player	54
8672	playoff	1
8673	playwright	2
8674	plaza	2
8675	plea	16
8676	plead	31
8677	pleas	14
8678	pleasur	8
8679	plebiscit	2
8680	pled	2
8681	pledg	68
8682	plenti	7
8683	pli	1
8684	plight	3
8685	plot	25
8686	plotnikov	2
8687	plotter	2
8688	plow	2
8689	ploy	1
8690	plu	1
8691	pluck	3
8692	plug	2
8693	plum	5
8694	plume	3
8695	plummet	6
8696	plung	13
8697	plural	1
8698	plush	1
8699	plust	1
8700	pm	57
8701	pneumat	2
8702	po	1
8703	pock	1
8704	pocket	20
8705	pocketbook	1
8706	podesta	1
8707	podgarica	1
8708	podgorica	3
8709	podium	3
8710	poet	1
8711	poignanc	1
8712	poignant	6
8713	pointblank	1
8714	pointedli	1
8715	pointless	2
8716	pois	6
8717	poison	7
8718	poke	2
8719	poker	1
8720	poland	4
8721	polar	2
8722	pole	7
8723	polic	212
8724	policeman	14
8725	policemen	14
8726	polici	94
8727	policymak	3
8728	polish	3
8729	polit	229
8730	politburo	1
8731	politi	1
8732	politic	3
8733	politica	1
8734	politician	42
8735	politika	5
8736	poll	64
8737	pollard	6
8738	pollincen	1
8739	pollster	4
8740	pollut	3
8741	polo	1
8742	pomp	1
8743	pompfil	1
8744	ponchevo	1
8745	poncho	3
8746	ponder	2
8747	pondicherri	2
8748	pontiac	1
8749	ponytail	5
8750	pooh	1
8751	poohpooh	1
8752	pool	9
8753	poor	24
8754	poorer	2
8755	poorest	4
8756	pop	1
8757	popcultur	1
8758	pope	64
8759	popov	4
8760	popul	48
8761	popular	94
8762	popularli	1
8763	populist	7
8764	por	1
8765	porch	2
8766	porou	1
8767	porridg	1
8768	port	171
8769	portabl	2
8770	portbas	3
8771	porter	3
8772	porterag	1
8773	portion	13
8774	portland	7
8775	portman	1
8776	portrait	5
8777	portray	11
8778	portsid	5
8779	portsmouth	5
8780	portuguesespeak	5
8781	pose	25
8782	posh	2
8783	posit	111
8784	possess	17
8785	possibl	57
8786	post	69
8787	postal	2
8788	postcard	1
8789	postcold	1
8790	postcommunist	1
8791	postdeb	3
8792	postdisast	1
8793	postdispatch	5
8794	postelect	4
8795	poster	10
8796	postfox	1
8797	posthum	7
8798	postindepend	1
8799	postmatch	2
8800	postmilosev	1
8801	postmortem	3
8802	postpon	13
8803	postquak	2
8804	postsoviet	1
8805	postspeech	1
8806	posttito	1
8807	posttourna	1
8808	posttraumat	4
8809	postur	4
8810	postwar	2
8811	pot	2
8812	potato	1
8813	potatopeel	1
8814	potent	3
8815	potenti	40
8816	pothol	1
8817	potray	1
8818	potter	1
8819	pouch	2
8820	poultri	2
8821	pounc	1
8822	pound	25
8823	pour	39
8824	povel	1
8825	poverti	19
8826	povertystricken	1
8827	pow	7
8828	powel	9
8829	power	323
8830	powerbrok	1
8831	powerhous	1
8832	powerless	2
8833	powmia	4
8834	poynter	1
8835	pozarevac	5
8836	practic	39
8837	praddo	1
8838	pradeep	1
8839	pradesh	4
8840	pragmat	4
8841	pragna	1
8842	pragu	1
8843	prais	28
8844	prakash	1
8845	pramod	1
8846	prankster	1
8847	prateek	1
8848	pratt	2
8849	pravda	1
8850	pray	23
8851	prayer	20
8852	preach	3
8853	precari	2
8854	precaut	34
8855	precautionari	6
8856	preced	10
8857	precinct	5
8858	preciou	4
8859	precipit	3
8860	precis	19
8861	preclud	1
8862	precondit	3
8863	predat	3
8864	predawn	4
8865	predecessor	7
8866	predgrag	4
8867	predica	1
8868	predict	55
8869	predrag	1
8870	preelect	3
8871	preempt	1
8872	prefabr	1
8873	prefer	17
8874	pregam	1
8875	pregnanc	1
8876	pregnant	5
8877	prejud	1
8878	prejudg	2
8879	prejudic	1
8880	preliminari	24
8881	prelud	2
8882	prematur	5
8883	premedit	6
8884	premis	2
8885	premium	1
8886	premonit	1
8887	preoccupi	2
8888	preordain	2
8889	prepackag	1
8890	prepar	128
8891	preparatori	1
8892	preplan	4
8893	preposit	2
8894	prerog	2
8895	presag	3
8896	prescrib	3
8897	prescript	10
8898	presenc	36
8899	present	3
8900	preserv	13
8901	presevo	1
8902	presid	547
8903	presiden	1
8904	presidentelect	20
8905	presidenti	220
8906	press	120
8907	pressman	1
8908	pressur	74
8909	prestig	1
8910	prestigi	1
8911	presum	22
8912	presumpt	1
8913	preteen	1
8914	pretend	5
8915	pretext	2
8916	pretti	42
8917	prevail	21
8918	prevent	58
8919	preview	2
8920	previou	31
8921	pri	15
8922	prianka	1
8923	pribicev	1
8924	price	31
8925	pricefix	1
8926	pricey	1
8927	pride	13
8928	priest	14
8929	primari	15
8930	prime	117
8931	primit	1
8932	princ	8
8933	princeton	2
8934	princip	6
8935	principl	19
8936	prinosil	2
8937	print	5
8938	prior	15
8939	prioriti	40
8940	priscilla	1
8941	prisilla	1
8942	prison	142
8943	prissila	1
8944	pristavkin	4
8945	pristina	5
8946	privaci	4
8947	privat	58
8948	privatesector	1
8949	privi	1
8950	privileg	9
8951	priyanka	1
8952	prize	12
8953	pro	7
8954	proactiv	2
8955	probabl	2
8956	probat	5
8957	probe	32
8958	probiti	1
8959	problemat	4
8960	proce	5
8961	procedur	31
8962	proceed	24
8963	process	100
8964	procession	1
8965	proclaim	16
8966	procrimin	1
8967	prod	2
8968	prodemocraci	12
8969	prodemocrat	1
8970	prodigi	1
8971	produc	33
8972	product	14
8973	prof	1
8974	profess	2
8975	profession	15
8976	professor	33
8977	professori	1
8978	profil	24
8979	profit	13
8980	profootbal	1
8981	profound	3
8982	progbagbo	1
8983	progeni	1
8984	progenitor	1
8985	progovern	1
8986	program	51
8987	progress	35
8988	prohibit	7
8989	proiraqi	1
8990	proisrael	2
8991	project	26
8992	projectil	1
8993	prokremlin	1
8994	prokuplj	1
8995	prolifer	1
8996	prolong	8
8997	promila	3
8998	promilosev	10
8999	promin	20
9000	promis	103
9001	promot	28
9002	prompt	46
9003	prone	3
9004	pronounc	12
9005	proof	11
9006	proouattara	2
9007	prop	2
9008	propag	1
9009	propaganda	19
9010	propalestinian	4
9011	prope	1
9012	propel	5
9013	propens	1
9014	proper	12
9015	properli	4
9016	properti	12
9017	prophet	2
9018	propon	2
9019	proport	3
9020	proportion	1
9021	propos	27
9022	proposit	7
9023	proprietor	1
9024	propuls	7
9025	proscrib	2
9026	prosecut	33
9027	prosecutor	61
9028	prospect	22
9029	prosper	30
9030	prosperi	1
9031	prostat	2
9032	prote	1
9033	protect	87
9034	protectionist	1
9035	protector	2
9036	protest	130
9037	protestor	9
9038	protic	1
9039	protract	5
9040	proudli	2
9041	prove	46
9042	proven	12
9043	provid	96
9044	providian	1
9045	provinc	30
9046	provis	7
9047	provision	4
9048	provoc	4
9049	provok	16
9050	prow	1
9051	prowestern	7
9052	prowl	1
9053	proxi	4
9054	prudenc	2
9055	prudent	6
9056	psychiatrist	1
9057	psychic	1
9058	psycholog	4
9059	psychologist	3
9060	psychosi	1
9061	ptt	1
9062	public	159
9063	publicist	1
9064	publicli	27
9065	publictransport	2
9066	publish	34
9067	puddl	1
9068	pueblo	2
9069	puerto	2
9070	puff	1
9071	puffedup	2
9072	pug	1
9073	pull	126
9074	pulpit	1
9075	puls	6
9076	pulver	1
9077	pumahambo	1
9078	pummel	1
9079	pump	10
9080	pumpkincolor	1
9081	punch	12
9082	punctuat	6
9083	punctur	9
9084	puni	1
9085	punish	48
9086	punit	2
9087	puppet	6
9088	purchas	22
9089	purdum	1
9090	pure	7
9091	purebr	2
9092	purg	3
9093	purif	3
9094	purifi	1
9095	purist	1
9096	puritan	1
9097	puriti	1
9098	purpl	4
9099	purport	1
9100	purpos	20
9101	purs	1
9102	pursu	36
9103	pursuit	1
9104	push	66
9105	pushpol	1
9106	put	22
9107	putaway	1
9108	putin	71
9109	putsch	3
9110	puttputtputt	1
9111	puzzl	8
9112	pyno	1
9113	pyongyang	1
9114	pyramid	1
9115	pyre	9
9116	qaeda	3
9117	qaida	1
9118	qatar	15
9119	qazi	1
9120	quak	89
9121	quakecrippl	1
9122	quakedamag	1
9123	quakeravag	1
9124	quakestricken	1
9125	quaketrigg	3
9126	qualif	4
9127	qualifi	18
9128	qualiti	6
9129	quang	2
9130	quantit	1
9131	quantiti	7
9132	quantum	5
9133	quarantin	1
9134	quarrelsom	2
9135	quarten	1
9136	quarter	26
9137	quarterback	1
9138	quartercenturi	1
9139	quarterdeck	2
9140	quarterfin	26
9141	quarterfinalist	4
9142	quartermil	1
9143	quartet	1
9144	quash	1
9145	quasi	1
9146	qud	1
9147	queen	3
9148	quell	4
9149	queri	1
9150	quest	1
9151	question	213
9152	questionandansw	4
9153	queue	1
9154	quick	34
9155	quicker	3
9156	quickey	1
9157	quickrespons	1
9158	quid	1
9159	quiet	14
9160	quieter	2
9161	quietli	13
9162	quietud	1
9163	quigley	5
9164	quill	1
9165	quinci	3
9166	quinn	11
9167	quip	1
9168	quit	17
9169	quiver	1
9170	quiz	2
9171	quizz	1
9172	quo	1
9173	quorum	2
9174	quot	44
9175	quotat	1
9176	quotear	1
9177	quotient	1
9178	quow	1
9179	quran	2
9180	ra	1
9181	rabitah	1
9182	racak	1
9183	race	101
9184	racebait	1
9185	racial	4
9186	racicot	1
9187	racism	1
9188	racist	1
9189	rack	2
9190	racket	29
9191	rackham	1
9192	rad	1
9193	radar	9
9194	radardeflect	1
9195	radavan	1
9196	raddatz	1
9197	rade	2
9198	radford	1
9199	radiat	3
9200	radic	24
9201	radicor	1
9202	radio	72
9203	radioact	1
9204	radioprograma	7
9205	radoman	3
9206	radov	2
9207	radovan	3
9208	rafael	2
9209	rafiq	1
9210	raft	2
9211	rafter	27
9212	raftogi	3
9213	rag	6
9214	rage	12
9215	rahman	2
9216	raid	8
9217	rail	2
9218	railroad	5
9219	railway	6
9220	rain	26
9221	raincoat	2
9222	raini	8
9223	rainsoak	1
9224	rainstain	1
9225	rainstorm	2
9226	rais	87
9227	raj	1
9228	rajan	1
9229	rajasthan	4
9230	rajat	3
9231	rajendrakumar	1
9232	rajesh	3
9233	rala	1
9234	ralli	126
9235	ralph	10
9236	ram	9
9237	rama	1
9238	ramadan	3
9239	ramallah	4
9240	rambhai	3
9241	rambo	4
9242	ramesh	3
9243	ramirez	5
9244	ramiy	1
9245	ramo	1
9246	ramp	6
9247	rampag	6
9248	rampal	1
9249	rampant	10
9250	ramshackl	1
9251	ramstein	20
9252	ranad	3
9253	ranch	3
9254	rancher	1
9255	rancor	3
9256	rand	1
9257	randi	19
9258	random	6
9259	rang	43
9260	rangel	1
9261	ranger	1
9262	rank	32
9263	rann	1
9264	ransom	3
9265	rap	1
9266	rape	8
9267	rapid	9
9268	rapidli	13
9269	rapist	14
9270	rapproch	4
9271	raquel	2
9272	rare	54
9273	rarer	1
9274	rariti	1
9275	rariz	2
9276	rash	1
9277	rashad	1
9278	rashid	2
9279	rasik	1
9280	rat	3
9281	rate	15
9282	rath	1
9283	rathod	1
9284	ratif	1
9285	ratifi	4
9286	ration	4
9287	rational	1
9288	ratko	2
9289	ratliff	1
9290	ratnal	1
9291	ratnalaswami	1
9292	rattl	8
9293	raucou	4
9294	ravag	10
9295	raven	2
9296	ravenel	1
9297	ravin	5
9298	raw	2
9299	rawalpindi	1
9300	ray	11
9301	raymond	4
9302	raznatov	1
9303	razor	2
9304	razorthin	1
9305	razzano	4
9306	rcalif	1
9307	rdr	5
9308	reach	167
9309	reachabl	4
9310	react	9
9311	reaction	17
9312	reactionari	1
9313	reactor	5
9314	read	45
9315	reader	2
9316	readi	58
9317	reaffirm	4
9318	reagan	9
9319	real	74
9320	realist	4
9321	realiti	18
9322	realiz	32
9323	reappear	2
9324	rear	35
9325	rearrest	1
9326	reason	97
9327	reassert	2
9328	reassess	1
9329	reassum	1
9330	reassur	6
9331	rebecca	1
9332	rebel	14
9333	rebelli	1
9334	rebellion	6
9335	rebirth	1
9336	rebound	7
9337	rebroadcast	2
9338	rebuf	1
9339	rebuff	1
9340	rebuild	23
9341	rebuilt	1
9342	rebuk	3
9343	reburi	3
9344	rebutt	1
9345	recal	17
9346	recalcitr	1
9347	recant	8
9348	recap	1
9349	recaptur	6
9350	reced	4
9351	receipt	7
9352	receiv	130
9353	recept	6
9354	receptionist	1
9355	recess	1
9356	recipi	2
9357	recit	1
9358	reckon	5
9359	reclaim	5
9360	reclus	3
9361	recogn	47
9362	recognit	5
9363	recomm	1
9364	recommend	41
9365	recon	1
9366	reconcil	1
9367	reconcili	19
9368	reconnaiss	2
9369	reconsid	2
9370	reconstitut	2
9371	reconstruct	7
9372	record	83
9373	recordbreak	1
9374	recordset	2
9375	recount	16
9376	recov	130
9377	recoveri	48
9378	recreat	10
9379	recrimin	1
9380	recruit	11
9381	rectifi	1
9382	rector	1
9383	recuper	3
9384	recur	2
9385	recurr	5
9386	red	75
9387	redandwhit	1
9388	redcarpet	2
9389	reded	1
9390	redeem	2
9391	redefin	2
9392	redempt	1
9393	redesign	1
9394	redesignwo	1
9395	redey	4
9396	redford	1
9397	redhand	1
9398	redhot	1
9399	rediscov	1
9400	redistrict	1
9401	redlett	1
9402	redress	1
9403	redskin	1
9404	reduc	27
9405	reduct	2
9406	reebok	1
9407	reeca	1
9408	reeduc	2
9409	reeker	9
9410	reel	1
9411	reelect	31
9412	reemerg	3
9413	reenerg	1
9414	reengag	1
9415	reenlist	2
9416	reenter	5
9417	reestablish	1
9418	reev	1
9419	reevalu	1
9420	reexamin	3
9421	refer	59
9422	referendum	9
9423	refin	1
9424	refineri	4
9425	refit	2
9426	reflag	1
9427	reflect	36
9428	reflex	1
9429	reform	46
9430	reformmind	2
9431	refrain	3
9432	refresh	2
9433	refriger	2
9434	refuel	122
9435	refug	7
9436	refuge	7
9437	refugeeprocess	1
9438	refund	1
9439	refurbish	1
9440	refus	113
9441	refut	3
9442	regain	13
9443	regalia	2
9444	regalla	1
9445	regard	20
9446	regga	1
9447	regim	64
9448	region	153
9449	regist	31
9450	registr	4
9451	registri	2
9452	regret	13
9453	regroup	5
9454	regul	12
9455	regular	14
9456	regularli	4
9457	regulatori	1
9458	rehabilit	4
9459	rehears	2
9460	rehir	1
9461	rehnquist	2
9462	reicher	1
9463	reichstag	1
9464	reign	11
9465	reignit	1
9466	reimpos	1
9467	rein	8
9468	reincarn	1
9469	reinforc	18
9470	reingrati	2
9471	reinstat	2
9472	reinstitut	1
9473	reintegr	5
9474	reiter	8
9475	reject	61
9476	rejoic	3
9477	rejoin	2
9478	rekanlt	1
9479	rel	58
9480	relat	85
9481	relationship	41
9482	relax	12
9483	relay	6
9484	relearn	1
9485	releas	153
9486	relent	1
9487	relentless	4
9488	relev	6
9489	reli	10
9490	reliabl	2
9491	relianc	3
9492	relief	64
9493	reliev	9
9494	religi	27
9495	religion	8
9496	relinquish	8
9497	relish	2
9498	reliv	2
9499	reloc	1
9500	reluct	13
9501	reluctantli	2
9502	remain	329
9503	remaind	6
9504	remak	1
9505	remark	39
9506	rematch	5
9507	remedi	1
9508	rememb	54
9509	remembr	2
9510	remind	27
9511	reminisc	2
9512	remiss	13
9513	remnant	3
9514	remors	2
9515	remot	16
9516	remotest	2
9517	remov	79
9518	renaiss	2
9519	renam	4
9520	render	9
9521	rendero	2
9522	rendezv	2
9523	renew	17
9524	renna	1
9525	reno	10
9526	renomin	1
9527	renounc	5
9528	renown	1
9529	rent	12
9530	rental	1
9531	reoccur	1
9532	reopen	9
9533	reorgan	2
9534	rep	40
9535	repackag	1
9536	repaid	2
9537	repaint	1
9538	repair	45
9539	repatri	7
9540	repay	2
9541	repeal	1
9542	repeat	27
9543	repeatedli	28
9544	repel	9
9545	repent	3
9546	repetit	1
9547	replac	44
9548	replay	1
9549	replet	1
9550	repli	20
9551	replic	1
9552	repor	1
9553	report	401
9554	reportedli	28
9555	repres	70
9556	represent	3
9557	repress	9
9558	repriev	1
9559	repris	6
9560	republ	65
9561	republican	120
9562	republicancontrol	1
9563	republika	1
9564	repudi	1
9565	repuls	3
9566	reput	29
9567	reputedli	4
9568	request	56
9569	requir	77
9570	rerout	1
9571	rerun	4
9572	reschedul	1
9573	rescu	114
9574	rescuer	49
9575	research	6
9576	resembl	6
9577	resent	12
9578	reserv	19
9579	resettl	1
9580	reshap	3
9581	resid	99
9582	residenti	10
9583	residu	8
9584	resign	84
9585	resili	5
9586	resist	31
9587	resolut	15
9588	resolv	35
9589	reson	1
9590	resort	24
9591	resound	2
9592	resourc	10
9593	resourcerich	2
9594	respect	55
9595	respir	2
9596	respiratori	2
9597	responbl	1
9598	respond	50
9599	respons	175
9600	ressam	1
9601	rest	91
9602	restart	2
9603	restat	1
9604	restaur	8
9605	restitut	5
9606	restiv	3
9607	restless	1
9608	restock	1
9609	restor	57
9610	restrain	4
9611	restraint	3
9612	restrict	14
9613	result	71
9614	resum	29
9615	resumpt	2
9616	resurfac	5
9617	resurg	4
9618	resurrect	2
9619	resuscit	1
9620	retail	2
9621	retain	17
9622	retak	7
9623	retali	29
9624	retaliatori	4
